x,y,label
-5.89008,-9.58129,0.00000
-3.42312,12.75455,1.00000
-2.03887,-5.29260,1.00000
10.29483,2.50014,1.00000
-0.38580,7.32687,0.00000
-10.90060,-3.03607,0.00000
-3.92013,-3.29462,1.00000
8.23359,8.43228,1.00000
7.46607,0.18336,1.00000
13.29995,-4.87116,0.00000
6.28061,10.34191,1.00000
-14.29557,2.76986,1.00000
7.30118,-1.92948,1.00000
-12.13704,8.39460,1.00000
6.05978,-11.43391,0.00000
-10.24077,9.57712,1.00000
0.86261,4.82227,0.00000
-10.57178,10.69498,1.00000
5.84680,-4.20690,1.00000
-7.27440,-9.22515,0.00000
-9.16290,-3.05165,0.00000
8.29757,9.58738,1.00000
-8.43371,10.10045,1.00000
10.95980,3.93036,1.00000
-6.21976,-8.02023,0.00000
3.30065,-12.49207,0.00000
9.90104,-8.04805,0.00000
-9.28634,-0.94953,0.00000
-15.36713,4.17364,1.00000
-6.55144,2.94302,0.00000
-1.72612,10.73063,1.00000
-3.86908,5.67139,0.00000
-10.17766,7.87045,1.00000
-0.07707,13.85351,1.00000
4.33303,-4.96265,1.00000
15.08178,-5.63617,0.00000
1.94675,-14.14678,0.00000
4.72809,10.78136,1.00000
-15.80639,2.95037,1.00000
3.31851,-6.86266,1.00000
-10.16820,0.10139,0.00000
-0.97555,13.08765,1.00000
-14.42525,6.03727,1.00000
-5.25104,12.87251,1.00000
1.42254,11.30984,1.00000
-3.08543,-12.97763,0.00000
7.97663,-0.93427,1.00000
-0.47153,-4.84625,1.00000
3.70093,-13.12145,0.00000
-8.19260,12.25490,1.00000
7.11318,-10.63168,0.00000
0.53971,12.43876,1.00000
-15.35556,2.85662,1.00000
-3.21179,12.95161,1.00000
-13.23525,6.62440,1.00000
-0.38435,-12.83411,0.00000
13.72480,-5.48004,0.00000
-8.47694,13.52761,1.00000
4.13870,-12.52698,0.00000
2.75345,-5.38715,1.00000
8.42928,-11.87597,0.00000
3.59689,-6.26960,1.00000
-2.51109,7.38266,0.00000
0.25783,-6.42886,1.00000
-14.46300,3.59737,1.00000
-7.62287,11.90705,1.00000
-8.81306,11.13333,1.00000
-11.60397,-0.49905,0.00000
-4.95709,6.07229,0.00000
8.44139,-10.78018,0.00000
7.77038,6.58416,1.00000
2.51880,-11.83871,0.00000
3.96969,10.63259,1.00000
7.56122,-10.85525,0.00000
14.87647,-3.12449,0.00000
-8.23887,11.80101,1.00000
8.55893,-13.08890,0.00000
-9.44533,-6.15470,0.00000
-10.81581,-1.92209,0.00000
-10.19688,11.53769,1.00000
-6.03840,5.74120,0.00000
-9.15219,2.00338,0.00000
-3.61338,-13.04721,0.00000
1.56430,-7.78148,1.00000
-9.17884,-5.34002,0.00000
-5.02317,13.06657,1.00000
11.72049,-8.51717,0.00000
-8.79888,-6.45574,0.00000
7.40493,9.42167,1.00000
-14.36006,5.41416,1.00000
-3.20512,6.70412,0.00000
-0.96570,11.94282,1.00000
-8.92548,-6.74715,0.00000
-10.85623,-2.07403,0.00000
13.47229,-5.49485,0.00000
8.45585,-4.66275,1.00000
-3.56479,-11.35473,0.00000
6.41113,-2.50238,1.00000
-14.19558,5.58537,1.00000
4.70673,-5.60925,1.00000
-15.09569,2.33891,1.00000
-3.06650,5.13935,0.00000
8.87662,0.16713,1.00000
4.40619,-6.34699,1.00000
-5.69794,-7.72646,0.00000
3.33712,2.67695,0.00000
-2.73683,6.64263,0.00000
6.83932,-12.55964,0.00000
8.75086,-9.35580,0.00000
-2.33370,5.73849,0.00000
3.68970,-5.93324,1.00000
-1.09739,-10.35144,0.00000
6.60185,9.36903,1.00000
14.96029,0.05064,0.00000
-8.15302,13.39337,1.00000
-6.41246,11.87808,1.00000
-9.28956,11.71862,1.00000
-13.12513,7.01320,1.00000
-0.66242,12.09467,1.00000
-6.40530,-8.54832,0.00000
-3.84782,-10.61600,0.00000
-8.87220,1.00243,0.00000
-0.99859,12.67539,1.00000
16.63558,-2.60873,0.00000
-13.05085,4.29260,1.00000
14.49086,-3.81647,0.00000
1.50409,3.90855,0.00000
-9.71969,2.81451,0.00000
9.75804,-10.50919,0.00000
9.69278,3.85146,1.00000
13.45059,-3.39788,0.00000
-1.18552,13.43847,1.00000
-5.76802,11.59181,1.00000
3.82480,-5.54881,1.00000
-17.25416,-0.07684,1.00000
1.83538,11.40131,1.00000
-3.90240,-10.60932,0.00000
3.10609,-12.95282,0.00000
6.12742,-2.84194,1.00000
1.72468,12.92460,1.00000
9.86585,0.28347,1.00000
11.25598,-7.37719,0.00000
7.52616,-1.18256,1.00000
-1.65668,13.21682,1.00000
-15.75204,1.84349,1.00000
-10.77203,-0.70399,0.00000
-10.16319,8.85470,1.00000
4.47702,12.26255,1.00000
-9.43862,-5.56210,0.00000
7.75825,10.21166,1.00000
13.50491,-7.02773,0.00000
-1.64697,-4.83884,1.00000
8.91123,-1.91411,1.00000
9.32134,-1.60456,1.00000
1.43616,-13.23079,0.00000
-5.85441,11.85850,1.00000
10.35234,3.39384,1.00000
14.29279,-6.24415,0.00000
-2.01572,5.25468,0.00000
10.03711,-9.65194,0.00000
-8.90459,12.99366,1.00000
-6.05083,5.84478,0.00000
-2.85814,5.87227,0.00000
-4.76104,6.13510,0.00000
2.21635,12.01281,1.00000
9.30017,-10.34096,0.00000
-7.95690,3.00535,0.00000
3.24131,-8.90662,1.00000
12.89864,-5.94716,0.00000
-2.53035,13.06691,1.00000
14.79997,-2.80888,0.00000
-11.26875,-2.23265,0.00000
12.58011,-10.27228,0.00000
-2.85384,-1.15373,1.00000
-11.89574,9.46158,1.00000
13.29323,-6.05997,0.00000
13.64520,-0.51014,0.00000
13.74827,-4.87660,0.00000
-7.10592,-0.21189,0.00000
-9.64702,-2.21069,0.00000
-11.84922,9.65690,1.00000
0.19503,6.22254,0.00000
11.99314,-10.44651,0.00000
-8.62460,4.31995,0.00000
-8.35159,-5.04579,0.00000
9.14202,1.09539,1.00000
-9.81666,8.25918,1.00000
-12.92665,3.11240,1.00000
3.21101,-13.81202,0.00000
-3.19914,-11.65706,0.00000
9.33118,3.32863,1.00000
-1.94094,-12.22988,0.00000
6.29150,-4.97828,1.00000
-8.62949,-6.80186,0.00000
-13.18367,7.44743,1.00000
6.20160,-4.03912,1.00000
8.02480,-11.50361,0.00000
-0.01042,12.20740,1.00000
2.62124,10.20515,1.00000
-1.44041,11.89016,1.00000
3.67330,-6.22608,1.00000
-4.10751,7.27649,0.00000
7.56564,9.36131,1.00000
-11.71123,10.78286,1.00000
-1.31495,14.05891,1.00000
10.93192,1.13668,1.00000
6.89166,-3.93006,1.00000
10.01922,-10.56070,0.00000
6.08499,-4.27712,1.00000
4.86601,-6.50473,1.00000
-2.73158,-2.49321,1.00000
-3.98577,-10.60443,0.00000
-4.73678,6.79719,0.00000
10.71419,-0.56660,1.00000
12.31698,-8.39563,0.00000
16.16182,-3.34353,0.00000
-4.99999,-11.47258,0.00000
-12.93452,7.32981,1.00000
12.54782,-9.19122,0.00000
-4.90370,-11.17529,0.00000
12.65293,-8.12169,0.00000
6.46676,-13.41065,0.00000
-8.61595,5.05922,0.00000
-14.93497,3.53922,1.00000
9.86016,6.34162,1.00000
10.21028,-0.06892,1.00000
9.21434,-3.75943,1.00000
-10.88081,7.73740,1.00000
2.04260,5.32452,0.00000
-5.24811,-9.81963,0.00000
2.26964,3.87010,0.00000
-4.25278,-12.71362,0.00000
-4.69965,10.51536,1.00000
-10.22484,-3.99143,0.00000
-8.17850,-9.80870,0.00000
7.47809,4.74569,1.00000
3.10839,-12.00603,0.00000
-10.14969,-6.03918,0.00000
0.17842,-5.97821,1.00000
9.71906,-2.21188,1.00000
-12.51726,7.43302,1.00000
13.15503,-11.33251,0.00000
2.56869,-12.11957,0.00000
13.30860,-5.89732,0.00000
-0.04629,-6.33241,1.00000
14.53922,-5.69467,0.00000
10.51880,3.98804,1.00000
10.14725,1.06568,1.00000
13.33921,-7.26468,0.00000
5.26816,9.01503,1.00000
-9.16380,2.18206,0.00000
-10.65608,8.82323,1.00000
-7.45963,3.04037,0.00000
-11.06614,0.23029,0.00000
-6.27002,10.35997,1.00000
-4.24108,13.03050,1.00000
-11.47716,10.45094,1.00000
6.35712,-5.17729,1.00000
9.90222,7.75706,1.00000
5.85975,-4.61821,1.00000
8.41577,-11.07654,0.00000
1.67414,2.73388,0.00000
4.19300,-11.33706,0.00000
-10.98239,9.47010,1.00000
-3.22442,11.09371,1.00000
3.82861,-11.01488,0.00000
6.33167,-14.66868,0.00000
-1.82402,4.34128,0.00000
-10.02422,-1.67277,0.00000
3.68018,-7.71378,1.00000
-5.21751,10.54531,1.00000
-8.03451,4.48931,0.00000
4.22765,9.03879,1.00000
4.87256,-4.97040,1.00000
15.01745,-0.73999,0.00000
-3.87367,11.86133,1.00000
-15.84183,6.47034,1.00000
4.11947,0.97933,0.00000
-6.21246,-11.79149,0.00000
6.53774,-4.08104,1.00000
-6.47681,10.01356,1.00000
-0.30579,-12.02397,0.00000
-5.56590,10.03991,1.00000
-13.59152,5.58531,1.00000
-11.00517,9.33090,1.00000
-6.89330,4.75446,0.00000
-8.24777,13.12828,1.00000
6.74406,-2.31538,1.00000
9.33254,5.56175,1.00000
9.37058,-12.26563,0.00000
-10.99815,12.27867,1.00000
-15.61744,1.52271,1.00000
-11.58637,8.37602,1.00000
-10.86568,-1.43979,0.00000
6.17180,8.68736,1.00000
9.51484,-10.14681,0.00000
14.95674,0.06237,0.00000
-11.75267,8.01488,1.00000
7.95155,2.55389,1.00000
2.70172,4.35312,0.00000
-16.10994,2.62479,1.00000
7.48837,-1.09085,1.00000
-8.53235,1.73447,0.00000
7.53144,9.17814,1.00000
-3.21852,12.70963,1.00000
13.77283,-5.47271,0.00000
9.92914,3.23961,1.00000
-15.23044,1.72772,1.00000
-7.80956,11.14895,1.00000
15.44390,-4.68560,0.00000
12.71571,-6.26210,0.00000
9.83527,-1.93052,1.00000
8.24377,8.20294,1.00000
-6.50295,-6.82494,0.00000
-0.26884,13.30037,1.00000
-8.89890,1.52040,0.00000
-4.67447,13.08016,1.00000
6.77909,-11.63644,0.00000
-10.62237,-3.43500,0.00000
7.79676,6.26626,1.00000
-3.03485,-12.92328,0.00000
-3.68386,-12.15222,0.00000
9.68042,0.64123,1.00000
-11.65458,4.91664,1.00000
15.50459,-3.34470,0.00000
-9.88571,-6.27593,0.00000
12.89099,-8.44952,0.00000
-5.73728,-10.22959,0.00000
-7.65990,2.06505,0.00000
16.65712,-0.40603,0.00000
-0.93625,-4.18820,1.00000
0.19680,-7.84532,1.00000
-6.23906,11.68920,1.00000
10.81980,5.31709,1.00000
-3.34044,4.39020,0.00000
-14.59630,4.35968,1.00000
9.41269,-10.29542,0.00000
5.24809,-6.28458,1.00000
1.18197,5.66225,0.00000
12.84108,-6.40512,0.00000
8.08035,9.89221,1.00000
-11.60803,5.87498,1.00000
-0.04815,13.66037,1.00000
10.23989,-11.42677,0.00000
-8.60160,-2.31211,0.00000
0.02797,14.05140,1.00000
-7.23147,-7.82770,0.00000
6.90545,8.33021,1.00000
1.92788,-13.43255,0.00000
7.21840,-3.23586,1.00000
9.55700,5.09838,1.00000
-1.18071,-11.22800,0.00000
-10.61491,-0.12920,0.00000
-2.92974,-12.98139,0.00000
2.23272,-6.32372,1.00000
-5.58961,12.47579,1.00000
12.51835,-7.36532,0.00000
12.73651,-6.98997,0.00000
-8.66245,11.38839,1.00000
6.77302,-4.95974,1.00000
-3.50013,-11.84355,0.00000
-12.57207,6.15775,1.00000
10.50411,-2.42670,1.00000
6.98119,10.32095,1.00000
-5.14710,-9.67887,0.00000
-15.80958,3.53442,1.00000
2.81923,3.96462,0.00000
-5.27755,-10.20439,0.00000
6.61627,6.85613,1.00000
9.58061,-0.09439,1.00000
-7.06324,11.19868,1.00000
-10.61354,-6.60432,0.00000
13.75415,-8.32639,0.00000
13.49561,-8.49729,0.00000
9.31875,2.13630,1.00000
0.38498,-11.72881,0.00000
-11.98158,7.91614,1.00000
12.32375,-1.48116,0.00000
-7.78525,-6.71043,0.00000
9.01634,-1.37345,1.00000
6.92290,-10.65245,0.00000
-3.18389,-3.25069,1.00000
-9.84876,9.53732,1.00000
-8.10266,10.52147,1.00000
15.10773,-4.25365,0.00000
12.17748,-8.14771,0.00000
7.23726,-3.99772,1.00000
-1.51764,12.55413,1.00000
-9.10642,-8.95347,0.00000
9.44135,-2.62128,1.00000
11.13543,3.74319,1.00000
8.10765,-11.34307,0.00000
11.55557,-5.29128,0.00000
-8.68647,-4.24952,0.00000
-5.05813,10.78875,1.00000
-7.83540,-8.98451,0.00000
15.59055,-4.03260,0.00000
-14.55902,5.44391,1.00000
-2.94037,-10.46994,0.00000
-6.11983,-5.95876,0.00000
-4.46584,12.17353,1.00000
8.15575,-1.26738,1.00000
-3.82963,12.04816,1.00000
8.34631,-10.64033,0.00000
-0.49208,-14.00714,0.00000
4.78585,-7.15033,1.00000
2.42007,-13.11616,0.00000
-6.54400,1.82886,0.00000
2.69528,-12.80160,0.00000
-5.81422,-12.03630,0.00000
3.01949,-7.25395,1.00000
7.40487,-11.06989,0.00000
5.40645,-12.02946,0.00000
-8.45441,-0.05627,0.00000
-13.04224,7.73946,1.00000
8.77184,3.87814,1.00000
-8.51357,-5.86103,0.00000
1.90610,12.03131,1.00000
2.09384,-3.55292,1.00000
10.83233,3.65709,1.00000
-0.87870,-4.15557,1.00000
-8.92766,1.21485,0.00000
3.11145,11.35297,1.00000
-12.08865,10.06066,1.00000
8.40243,-9.43823,0.00000
-9.52413,-0.33566,0.00000
0.48740,4.94289,0.00000
-16.71066,1.73086,1.00000
-6.34605,9.74748,1.00000
1.46085,-6.66405,1.00000
-12.59797,8.37546,1.00000
-10.76554,-1.03881,0.00000
2.85148,10.19156,1.00000
14.33487,-5.13642,0.00000
-5.69077,-9.47530,0.00000
6.58985,-5.08706,1.00000
10.05154,0.11731,1.00000
-3.72524,13.51037,1.00000
-1.90675,6.58551,0.00000
-4.73923,12.57431,1.00000
-1.87853,-12.97701,0.00000
10.54977,-6.65705,0.00000
8.58795,-2.60484,1.00000
-17.56749,0.88489,1.00000
8.46119,6.32745,1.00000
14.27894,-5.84791,0.00000
0.68052,4.93219,0.00000
4.36616,2.14581,0.00000
9.77171,7.03272,1.00000
10.18682,-11.48254,0.00000
-7.97706,2.09182,0.00000
7.22832,6.50213,1.00000
-5.34258,12.26047,1.00000
-1.25014,-12.00872,0.00000
-9.37065,-4.04708,0.00000
-0.29491,-9.97094,0.00000
7.32519,-11.79221,0.00000
-10.51569,9.92954,1.00000
9.35223,7.59223,1.00000
1.20375,-12.38542,0.00000
2.92384,-12.04659,0.00000
5.67392,-12.59000,0.00000
13.06315,-5.78038,0.00000
3.11726,3.89509,0.00000
-3.03837,-10.63578,0.00000
-8.92074,-1.21371,0.00000
3.21235,4.87028,0.00000
-8.33355,11.42227,1.00000
-3.11939,12.20591,1.00000
3.44079,5.22630,0.00000
-3.35819,-11.34212,0.00000
16.99040,-0.72045,0.00000
8.84849,3.39445,1.00000
-1.24257,-7.50176,1.00000
-7.37324,12.75037,1.00000
10.83375,-9.09672,0.00000
1.31483,-13.53980,0.00000
2.20708,-6.29330,1.00000
-14.03901,6.14941,1.00000
-4.43913,-11.50333,0.00000
-2.20553,12.97263,1.00000
6.17944,9.36254,1.00000
-10.52978,9.72640,1.00000
-5.34298,-12.96628,0.00000
3.83920,2.93377,0.00000
-5.36732,3.30194,0.00000
-5.73184,6.82298,0.00000
-3.67492,6.19505,0.00000
10.35099,-9.29099,0.00000
2.41637,5.42678,0.00000
4.15323,12.06262,1.00000
-14.01574,3.49533,1.00000
7.94797,10.16108,1.00000
-16.05309,-0.37981,1.00000
8.61461,5.99220,1.00000
5.22639,-11.31194,0.00000
17.12218,-0.65004,0.00000
-6.19864,5.92870,0.00000
-10.08545,-7.16029,0.00000
-5.80096,5.75102,0.00000
-9.29127,-5.97071,0.00000
9.63142,3.31349,1.00000
-7.87011,-6.90171,0.00000
15.03515,-7.33892,0.00000
-6.52215,-8.86044,0.00000
-11.69938,10.83287,1.00000
10.58394,2.81054,1.00000
9.97774,0.23316,1.00000
-5.60328,6.19608,0.00000
-7.75008,-8.61986,0.00000
10.76971,-9.34606,0.00000
-11.85549,6.36439,1.00000
1.60417,11.90255,1.00000
-4.08924,7.35302,0.00000
12.47193,-6.75401,0.00000
8.38730,-0.66653,1.00000
-13.20623,2.98921,1.00000
-15.12056,5.94851,1.00000
10.38038,2.21558,1.00000
-14.46959,5.18295,1.00000
-8.92611,-3.69226,0.00000
8.00074,6.88869,1.00000
13.10802,-6.05295,0.00000
4.46276,-5.66734,1.00000
-3.30181,11.71575,1.00000
-12.68624,7.91563,1.00000
8.99646,-2.31008,1.00000
-2.05941,-11.54470,0.00000
-1.62138,13.21791,1.00000
-7.91356,3.48650,0.00000
3.72915,13.34732,1.00000
6.52313,11.48909,1.00000
2.69651,11.28829,1.00000
3.66296,-11.40233,0.00000
8.93379,-1.97578,1.00000
-8.24140,-1.49077,0.00000
8.75110,-1.34590,1.00000
4.29475,-10.21453,0.00000
8.81085,-10.11391,0.00000
4.78207,9.81242,1.00000
3.19782,12.11818,1.00000
-2.52416,12.21039,1.00000
8.40755,-9.61341,0.00000
-2.29081,-11.82456,0.00000
5.98989,-11.84580,0.00000
-1.86767,-11.92983,0.00000
-8.60261,-0.58312,0.00000
13.53235,-4.79972,0.00000
-16.15271,1.08906,1.00000
3.09374,-8.61291,1.00000
8.94424,4.18790,1.00000
7.67736,7.21309,1.00000
8.92697,-1.87540,1.00000
8.99230,-0.73531,1.00000
-8.10840,-6.92531,0.00000
1.45450,12.54879,1.00000
-5.24050,4.62548,0.00000
8.21246,3.51687,1.00000
-2.92586,14.37709,1.00000
0.29059,-11.39286,0.00000
0.84813,11.97675,1.00000
-9.95481,-1.07410,0.00000
-10.09154,7.89186,1.00000
-9.85560,11.00353,1.00000
-6.88580,3.05955,0.00000
-1.15864,13.28427,1.00000
8.72575,-9.56328,0.00000
14.76645,-4.26597,0.00000
-8.31600,-7.53305,0.00000
8.20119,-11.91290,0.00000
-8.71294,4.69782,0.00000
6.90086,-4.52836,1.00000
-4.26416,-10.77762,0.00000
1.82677,10.78766,1.00000
1.29540,-13.86187,0.00000
7.07007,-5.15249,1.00000
10.53849,-7.73582,0.00000
0.52818,12.63208,1.00000
-1.59201,-11.41592,0.00000
-9.62850,-4.69047,0.00000
5.08136,-6.16470,1.00000
-8.24806,-8.17584,0.00000
8.76955,-10.38025,0.00000
10.55360,2.60857,1.00000
-0.25414,-12.71351,0.00000
4.13642,10.13230,1.00000
4.78394,-12.33205,0.00000
2.17490,12.55891,1.00000
7.55334,-2.49633,1.00000
-0.02487,-5.27641,1.00000
-1.76803,12.56886,1.00000
9.52960,-0.78764,1.00000
9.15273,-0.56596,1.00000
-4.73901,14.20523,1.00000
-13.39230,3.51876,1.00000
5.68901,10.59658,1.00000
9.28854,-12.27844,0.00000
6.39201,8.83152,1.00000
4.90304,10.86457,1.00000
1.98552,-6.78166,1.00000
1.34494,5.96770,0.00000
2.18005,12.50145,1.00000
3.76351,11.01761,1.00000
-0.59717,-6.96768,1.00000
1.30024,6.61684,0.00000
-6.24099,-9.21980,0.00000
13.40227,-6.18525,0.00000
1.76148,-6.57046,1.00000
-6.63998,11.56921,1.00000
-14.98030,1.54311,1.00000
3.16621,11.72645,1.00000
13.05535,-3.89902,0.00000
14.15190,-1.92419,0.00000
-2.70796,12.56625,1.00000
4.48556,-5.98747,1.00000
-3.98185,-11.37640,0.00000
-0.50936,6.40343,0.00000
-5.08239,-11.41305,0.00000
2.49668,10.33487,1.00000
-12.82979,7.29054,1.00000
14.02789,-3.86912,0.00000
6.66171,9.42240,1.00000
6.67634,-10.34813,0.00000
6.23172,-11.84847,0.00000
-13.80622,5.95073,1.00000
8.14745,-4.51550,1.00000
0.80890,-11.95398,0.00000
-5.75284,-4.06372,1.00000
-1.54271,7.67751,0.00000
-7.00552,-10.07659,0.00000
-13.42251,3.28800,1.00000
-9.85201,-4.47501,0.00000
10.48960,1.06269,1.00000
10.72109,-8.98700,0.00000
5.80260,-5.61640,1.00000
10.90707,2.45068,1.00000
12.68772,-8.06208,0.00000
5.29549,11.92367,1.00000
8.65387,6.04511,1.00000
-13.02188,7.86729,1.00000
-15.24090,3.28866,1.00000
-7.38168,2.67399,0.00000
-16.40374,2.03700,1.00000
5.55988,-11.33624,0.00000
-5.73087,6.75172,0.00000
8.59457,-11.56954,0.00000
13.59204,-2.22950,0.00000
16.87125,-1.04751,0.00000
6.11514,-3.17653,1.00000
11.66231,3.71144,1.00000
9.31741,-11.18833,0.00000
17.21607,-4.67399,0.00000
-11.51583,5.92228,1.00000
1.05163,-13.25107,0.00000
1.21818,-12.49557,0.00000
-13.88650,3.58380,1.00000
-2.64418,-9.89585,0.00000
0.25131,-14.28976,0.00000
-14.39191,0.80559,1.00000
3.90130,3.14938,0.00000
-9.27969,-2.79604,0.00000
-9.76257,8.78726,1.00000
5.05660,9.35450,1.00000
4.84408,12.96252,1.00000
4.28381,2.23977,0.00000
-7.71326,3.04880,0.00000
-5.15155,5.69405,0.00000
5.03202,11.45978,1.00000
-0.15750,-11.86868,0.00000
9.03835,-12.13478,0.00000
-6.51745,13.03109,1.00000
8.42566,-13.12256,0.00000
-4.94514,-11.47344,0.00000
4.66951,11.67143,1.00000
14.11632,-0.31169,0.00000
-14.72356,4.49789,1.00000
-12.17162,8.01777,1.00000
-11.58906,8.73956,1.00000
8.81086,5.94237,1.00000
4.54337,11.85822,1.00000
5.02931,9.87834,1.00000
-8.30823,-0.25809,0.00000
3.84770,12.99991,1.00000
3.82278,-4.74839,1.00000
0.42671,-11.02504,0.00000
-10.76650,7.89180,1.00000
-3.28724,-5.01036,1.00000
-11.14960,8.07131,1.00000
-8.53032,-4.63123,0.00000
8.89298,5.68173,1.00000
-2.10323,7.23754,0.00000
-9.43969,3.91651,0.00000
-13.89099,5.01819,1.00000
-7.55389,-9.21847,0.00000
5.11401,11.69343,1.00000
-0.59520,13.54016,1.00000
4.44049,-5.67213,1.00000
8.54911,5.30428,1.00000
2.78354,11.99458,1.00000
-7.76870,-6.29915,0.00000
-10.98476,-1.97907,0.00000
-3.87224,5.82872,0.00000
-9.34711,-0.06373,0.00000
16.85627,-3.59916,0.00000
-14.52180,5.66018,1.00000
7.65191,2.31780,1.00000
5.71284,-12.23120,0.00000
-3.45108,-11.44087,0.00000
-8.78812,2.39588,0.00000
13.73779,-10.35273,0.00000
4.14613,-12.24948,0.00000
9.10426,-5.78358,1.00000
7.68636,-11.06596,0.00000
15.11448,-0.51922,0.00000
-3.49448,0.10985,1.00000
11.92870,-6.54761,0.00000
-2.15377,11.59615,1.00000
-15.36389,5.06457,1.00000
-2.22596,-13.73537,0.00000
-2.74627,6.97965,0.00000
9.36416,-12.56365,0.00000
-9.43317,10.96082,1.00000
0.94690,-13.32591,0.00000
7.64677,9.54371,1.00000
-14.88173,2.20699,1.00000
15.46873,-0.83848,0.00000
2.22413,3.71273,0.00000
-5.05200,6.43555,0.00000
1.53070,-11.68181,0.00000
4.88868,11.08724,1.00000
1.17945,12.56340,1.00000
-7.51769,-6.00431,0.00000
-9.72426,-2.01129,0.00000
-0.99694,-11.00636,0.00000
-9.33252,1.15087,0.00000
0.00233,11.50174,1.00000
4.86594,11.24551,1.00000
-7.70097,-0.53435,0.00000
-2.02650,7.74887,0.00000
0.63429,-5.02013,1.00000
-6.68739,3.49116,0.00000
2.33399,-6.59511,1.00000
1.53658,-13.77392,0.00000
7.64507,-11.66477,0.00000
-10.29372,-5.10109,0.00000
-9.34483,8.87629,1.00000
7.06366,-12.34137,0.00000
8.55694,7.43837,1.00000
-5.95740,11.68767,1.00000
0.91053,12.92889,1.00000
-0.96047,-13.83173,0.00000
-1.31155,11.05703,1.00000
5.29955,-5.00698,1.00000
7.62507,-10.90823,0.00000
9.97140,-10.77372,0.00000
0.77211,6.75111,0.00000
-7.04286,-10.08774,0.00000
-4.73792,-10.02964,0.00000
-9.73242,-1.03971,0.00000
7.90499,-11.20262,0.00000
10.50060,-9.05432,0.00000
-5.98716,4.64361,0.00000
-13.64581,6.07134,1.00000
9.77075,1.24427,1.00000
-10.61776,8.43636,1.00000
4.34238,-12.55349,0.00000
